DrugBankID,TargetGene,Action,Relation
DB00157,NDUFB7,nan,other
DB00157,NDUFB9,nan,other
DB00157,NDUFS2,nan,other
DB00157,NDUFB5,nan,other
DB00157,NDUFC1,nan,other
DB00157,NDUFB6,nan,other
DB00157,NDUFV3,nan,other
DB00157,DLD,nan,other
DB00157,NDUFS3,nan,other
DB00157,GSR,nan,other
DB00157,NDUFA12,nan,other
DB00157,NDUFS5,nan,other
DB00157,NDUFS4,nan,other
DB00157,NDUFV1,nan,other
DB00157,NDUFV2,nan,other
DB00157,NDUFA13,nan,other
DB00157,CDO1,nan,other
DB00157,NDUFS6,nan,other
DB00157,NDUFA4L2,nan,other
DB00157,NDUFS8,nan,other
DB00157,CYP4A11,nan,other
DB00157,DLAT,nan,other
DB00157,AMT,nan,other
DB00157,MSMO1,nan,other
DB00157,HMOX1,nan,other
DB00157,HMOX2,nan,other
DB00157,CYP17A1,nan,other
DB00157,TYR,nan,other
DB00158,SLC46A1,modulator,other
DB00158,SLC19A1,modulator,other
DB00158,FOLR3,binder,other
DB00158,FOLR2,binder,other
DB00158,FOLR1,nan,other
DB00159,PTGS2,inhibitor,inhibits
DB00159,PTGS1,inhibitor,inhibits
DB00159,PPARG,agonist,activates
DB00159,PPARD,agonist,activates
DB00159,FFAR1,agonist,activates
DB00159,SLC8A1,inhibitor,inhibits
DB00159,FABP7,agonist,activates
DB00159,FADS1,agonist,activates
DB00159,ACSL4,inducer,activates
DB00159,TRPV1,inducer,activates
DB00159,PPARA,nan,other
DB00159,ALOX5,substrate,other
DB00160,ABAT,inhibitor,inhibits
DB00160,AGXT,nan,other
DB00160,GPT,nan,other
DB00160,NFS1,nan,other
DB00160,SLC36A1,nan,other
DB00160,SLC7A8,nan,other
DB00160,AGXT2,nan,other
DB00160,AARS1,nan,other
DB00160,SLC1A4,nan,other
DB00160,KYNU,nan,other
DB00160,AARS2,nan,other
DB00160,PHYKPL,nan,other
DB00160,GPT2,nan,other
DB00161,PCCB,nan,other
DB00161,BCAT1,nan,other
DB00161,VARS1,nan,other
DB00162,RXRG,binder,other
DB00162,APOD,ligand,other
DB00162,PTGDS,ligand,other
DB00162,RDH12,substrate,other
DB00162,RDH5,substrate,other
DB00162,RDH13,substrate,other
DB00162,ALDH1A2,substrate,other
DB00162,ALDH1A1,substrate,other
DB00162,LRAT,substrate,other
DB00162,DHRS3,substrate,other
DB00162,ALDH1A3,substrate,other
DB00162,RETSAT,substrate,other
DB00162,RDH11,substrate,other
DB00162,DHRS4,substrate,other
DB00162,RDH14,substrate,other
DB00162,RDH8,substrate,other
DB00163,SEC14L4,nan,other
DB00163,SEC14L3,nan,other
DB00163,SEC14L2,nan,other
DB00163,NR1I2,nan,other
DB00163,PRKCB,nan,other
DB00163,ALOX5,nan,other
DB00163,PRKCA,nan,other
DB00163,DGKA,nan,other
DB00163,PPP2CB,nan,other
DB00163,PPP2CA,nan,other
DB00165,DDC,cofactor,other
DB00165,PDXK,ligand,other
DB00166,LIPT1,nan,other
DB00166,SLC5A6,nan,other
DB00166,LIAS,nan,other
DB00167,ACADSB,nan,other
DB00167,BCAT1,nan,other
DB00167,BCAT2,nan,other
DB00167,IARS1,nan,other
DB00167,IARS2,nan,other
DB00168,TAS1R3,nan,other
DB00168,TAS1R2,agonist,activates
DB00168,TRPV1,inducer,activates
DB00169,VDR,agonist,activates
DB00170,AOX1,inhibitor,inhibits
DB00170,GGCX,cofactor,other
DB00170,VKORC1,cofactor,other
DB00170,VKORC1L1,cofactor,other
DB00170,F2,activator,activates
DB00170,F9,activator,activates
DB00170,PROC,activator,activates
DB00170,PROS1,activator,activates
DB00170,NQO2,nan,other
DB00170,NQO1,nan,other
DB00170,BGLAP,agonist,activates
DB00171,ABL1,inhibitor,inhibits
DB00171,ABCC6,nan,other
DB00171,ABCC4,nan,other
DB00171,ABCC1,nan,other
DB00171,CFTR,cofactor,other
DB00171,PIK3CA,nan,other
DB00171,CSNK2A1,nan,other
DB00171,CSNK2B,nan,other
DB00171,P2RY11,nan,other
DB00171,PPP5C,nan,other
DB00171,ABL2,inhibitor,inhibits
DB00171,ABCA1,nan,other
DB00171,ACSS2,nan,other
DB00171,ALK,nan,other
DB00171,NAE1,nan,other
DB00171,PRKAA1,nan,other
DB00171,ARAF,nan,other
DB00171,ACVRL1,nan,other
DB00171,ACSL1,nan,other
DB00171,NT5C2,nan,other
DB00171,GET3,nan,other
DB00171,ABCC9,nan,other
DB00171,AKT1,nan,other
DB00171,GRK2,nan,other
DB00171,APAF1,nan,other
DB00171,ACSS1,nan,other
DB00171,ACVR1B,nan,other
DB00171,ACVR1,nan,other
DB00171,ABCB11,nan,other
DB00171,ASNS,nan,other
DB00171,CDK15,nan,other
DB00171,SLC25A4,nan,other
DB00171,ABCC8,nan,other
DB00171,ASS1,nan,other
DB00171,AFG3L2,nan,other
DB00171,GRK3,nan,other
DB00171,AMHR2,nan,other
DB00171,TNK2,nan,other
DB00171,ADCY1,nan,other
DB00171,ABCB1,nan,other
DB00171,ABCG1,nan,other
DB00171,ABCC2,nan,other
DB00172,PPIB,binder,other
DB00172,PPIA,binder,other
DB00172,PYCR1,nan,other
DB00172,EPRS1,nan,other
DB00172,SLC6A14,nan,other
DB00172,SLC6A7,nan,other
DB00172,PYCR2,nan,other
DB00172,P4HA2,nan,other
DB00172,PRODH,nan,other
DB00172,PPIH,nan,other
DB00172,PLPBP,nan,other
DB00172,P4HA1,nan,other
DB00172,PPIF,nan,other
DB00172,PPIC,nan,other
DB00172,PPIG,nan,other
DB00172,P3H1,nan,other
DB00172,P5CR2,nan,other
DB00172,PARS2,nan,other
DB00172,P3H2,nan,other
DB00172,P3H3,nan,other
DB00172,PYCR3,nan,other
DB00172,L3HYPDH,nan,other
DB00173,APRT,nan,other
DB00173,MTAP,nan,other
DB00173,ACACB,nan,other
DB00173,ACP1,nan,other
DB00173,PECR,nan,other
DB00173,SRPK2,nan,other
DB00174,SLC38A1,inhibitor,inhibits
DB00174,SLC1A5,nan,other
DB00174,ASNS,nan,other
DB00174,NARS1,nan,other
DB00174,ASRGL1,substrate,other
DB00174,NARS2,nan,other
DB00175,HMGCR,inhibitor,inhibits
DB00175,HDAC2,inhibitor,inhibits
DB00176,SLC6A4,inhibitor,inhibits
DB00176,KCNH2,nan,other
DB00177,AGTR1,antagonist,inhibits
DB00178,ACE,inhibitor,inhibits
DB00178,BDKRB1,nan,other
DB00179,ALOX5,inhibitor,inhibits
DB00179,ERBB2,modulator,other
DB00179,TRPM7,inhibitor,inhibits
DB00179,SHBG,nan,other
DB00180,NR3C1,agonist,activates
DB00181,GABBR2,agonist,activates
DB00181,CXCR4,allosteric modulator,other
DB00181,GABBR1,agonist,activates
DB00182,SLC18A2,inhibitor,inhibits
DB00182,SLC6A3,negative modulator,inhibits
DB00182,CARTPT,agonist,activates
DB00182,TAAR1,agonist,activates
DB00182,MAOA,inhibitor,inhibits
DB00182,SLC6A2,agonist,activates
DB00182,ADRA1A,agonist,activates
DB00182,ADRB1,agonist,activates
DB00182,DRD2,binder,other
DB00182,MAOB,inhibitor,inhibits
DB00182,SLC6A4,binder,other
DB00183,CCKBR,agonist,activates
DB00184,CHRNA4,agonist,activates
DB00184,CHRNA7,agonist,activates
DB00184,CHRNB2,agonist,activates
DB00184,CHRNA2,agonist,activates
DB00184,CHRNA3,agonist,activates
DB00184,CHRNA5,agonist,activates
DB00184,CHRNA6,agonist,activates
DB00184,CHRNA9,agonist,activates
DB00184,CHRNA10,agonist,activates
DB00184,CHRNB3,agonist,activates
DB00184,CHRNB4,agonist,activates
DB00184,CYP19A1,inhibitor,inhibits
DB00184,CHAT,inhibitor,inhibits
DB00185,CHRM3,agonist,activates
DB00185,CHRM1,agonist,activates
DB00186,TSPO,modulator,other
DB00186,GABRA1,positive allosteric modulator,activates
DB00186,GABRA1,ligand,other
DB00187,ADRB1,antagonist,inhibits
DB00188,PSMB5,inhibitor,inhibits
DB00188,PRSS1,inhibitor,inhibits
DB00188,PSMB1,inhibitor,inhibits
DB00189,GABRB2,antagonist,inhibits
DB00189,GABRA1,antagonist,inhibits
DB00189,GABRA1,positive allosteric modulator,activates
DB00190,DDC,inhibitor,inhibits
DB00191,SLC6A2,inhibitor,inhibits
DB00191,SLC6A4,inhibitor,inhibits
DB00191,SLC6A3,inhibitor,inhibits
DB00191,MAOA,antagonist,inhibits
DB00191,MAOB,antagonist,inhibits
DB00191,NPY,inhibitor,inhibits
DB00192,SCN5A,inhibitor,inhibits
DB00193,OPRM1,agonist,activates
DB00193,SLC6A2,inhibitor,inhibits
DB00193,SLC6A4,inhibitor,inhibits
DB00193,SCN2A,inhibitor,inhibits
DB00193,GRIN1,inhibitor,inhibits
DB00193,ADORA1,agonist,activates
DB00193,ADRA2A,inducer,activates
DB00193,HTR2C,antagonist,inhibits
DB00193,OPRK1,agonist,activates
DB00193,OPRD1,agonist,activates
DB00193,CHRNA7,antagonist,inhibits
DB00193,CHRM3,antagonist,inhibits
DB00193,CHRM1,antagonist,inhibits
DB00193,TACR1,inhibitor,inhibits
DB00193,TRPV1,agonist,activates
DB00194,ADORA2B,modulator,other
DB00195,ADRB1,antagonist,inhibits
DB00195,ADRB2,antagonist,inhibits
DB00197,PPARG,agonist,activates
DB00197,ESRRG,inverse agonist,inhibits
DB00197,ESRRA,inverse agonist,inhibits
DB00197,PPARD,nan,other
DB00197,PPARA,nan,other
DB00197,GSTP1,nan,other
DB00197,ACSL4,inhibitor,inhibits
DB00197,SERPINE1,antagonist,inhibits
DB00197,SLC29A1,inhibitor,inhibits
DB00198,NEU1,inhibitor,inhibits
DB00198,NEU2,inhibitor,inhibits
DB00199,MLNR,agonist,activates
DB00199,KCNH2,inhibitor,inhibits
DB00200,MTR,cofactor,other
DB00200,MMUT,cofactor,other
DB00200,MMAA,other/unknown,other
DB00200,TCN1,other,other
DB00200,AMN,other,other
DB00200,CUBN,other,other
DB00200,MMACHC,other/unknown,other
DB00201,ADORA1,antagonist,inhibits
DB00201,NT5E,inhibitor,inhibits
DB00201,ADORA2A,antagonist,inhibits
DB00201,ADORA2B,antagonist,inhibits
DB00201,ADORA3,antagonist,inhibits
DB00201,PDE4D,inhibitor,inhibits
DB00201,PDE4B,inhibitor,inhibits
DB00201,RYR1,nan,other
DB00201,PDE4A,inhibitor,inhibits
DB00201,PRKDC,inhibitor,inhibits
DB00201,PIK3CD,inhibitor,inhibits
DB00201,PIK3CA,inhibitor,inhibits
DB00201,PIK3CB,inhibitor,inhibits
DB00201,ITPR1,inhibitor,inhibits
DB00201,ATM,inhibitor,inhibits
DB00202,CHRNA10,agonist,activates
DB00202,CHRM2,agonist,activates
DB00202,CHRM3,agonist,activates
DB00203,SERPING1,modulator,other
DB00203,PDE5A,inhibitor,inhibits
DB00203,PDE6G,inhibitor,inhibits
DB00203,PDE6H,inhibitor,inhibits
DB00203,ODC1,downregulator,inhibits
DB00203,CD274,downregulator,inhibits
DB00204,KCNH2,inhibitor,inhibits
DB00204,KCNK2,inhibitor,inhibits
DB00204,KCNJ12,inhibitor,inhibits
DB00205,DHFR,inhibitor,inhibits
DB00205,FOLR1,modulator,other
DB00205,HEXB,nan,other
DB00206,SLC18A2,inhibitor,inhibits
DB00206,SLC18A1,inhibitor,inhibits
DB00206,BIRC5,nan,other
DB00207,PADI4,inhibitor,inhibits
DB00208,PTAFR,modulator,other
DB00208,P2RY12,antagonist,inhibits
DB00209,CHRM5,antagonist,inhibits
DB00209,CHRM3,nan,other
DB00209,CHRM1,antagonist,inhibits
DB00210,RARB,agonist,activates
DB00210,RARG,agonist,activates
DB00210,RXRB,agonist,activates
DB00210,RXRG,agonist,activates
DB00210,RXRA,agonist,activates
DB00210,JUN,antagonist,inhibits
DB00210,TLR2,antagonist,inhibits
DB00210,RARA,nan,other
DB00210,GOT1,inhibitor,inhibits
DB00211,ADRA1A,agonist,activates
DB00211,ADRA1B,agonist,activates
DB00211,ADRA1D,agonist,activates
DB00212,REN,inhibitor,inhibits
DB00213,ATP4A,inhibitor,inhibits
DB00213,ATP4B,modulator,other
DB00213,DDAH1,inhibitor,inhibits
DB00214,SLC12A2,inhibitor,inhibits
DB00214,SLC12A1,inhibitor,inhibits
DB00215,SLC6A4,inhibitor,inhibits
DB00215,HRH1,binder,other
DB00216,HTR1D,agonist,activates
DB00216,HTR1B,agonist,activates
DB00216,HTR1F,agonist,activates
DB00216,HTR1A,agonist,activates
DB00217,ADRB1,antagonist,inhibits
DB00217,KCNJ1,inhibitor,inhibits
DB00217,ADRA2A,agonist,activates
DB00218,TOP2A,inhibitor,inhibits
DB00218,PON1,inhibitor,inhibits
DB00219,CHRM1,antagonist,inhibits
DB00221,ADRB1,agonist,activates
DB00221,ADRB2,agonist,activates
DB00222,ABCC9,blocker,inhibits
DB00222,KCNJ11,inhibitor,inhibits
DB00222,KCNJ1,inhibitor,inhibits
DB00222,ABCC8,inducer,activates
DB00223,PLA2G1B,inhibitor,inhibits
DB00223,NR3C1,agonist,activates
DB00226,SLC6A2,partial agonist,activates
DB00227,HMGCR,inhibitor,inhibits
DB00227,ITGAL,inhibitor,inhibits
DB00227,HDAC2,inhibitor,inhibits
DB00228,GABRA1,potentiator,activates
DB00228,CACNG1,inhibitor,inhibits
DB00228,GLRA1,potentiator,activates
DB00228,ATP2C1,inhibitor,inhibits
DB00228,GRIN1,antagonist,inhibits
DB00228,ATP2A1,inhibitor,inhibits
DB00230,CACNA2D1,modulator,other
DB00231,TSPO,modulator,other
DB00231,GABRA1,positive allosteric modulator,activates
DB00231,GABRA1,ligand,other
DB00232,SLC12A1,inhibitor,inhibits
DB00232,CA1,inhibitor,inhibits
DB00232,CA2,inhibitor,inhibits
DB00232,CA4,inhibitor,inhibits
DB00233,PTGS1,modulator,other
DB00233,DHFR,modulator,other
DB00233,PTGS2,inhibitor,inhibits
DB00233,CHUK,inhibitor,inhibits
DB00233,ALOX5,inhibitor,inhibits
DB00233,PLA2G2E,unknown,other
DB00234,SLC6A2,inhibitor,inhibits
DB00235,PDE3A,inhibitor,inhibits
DB00237,GABRA1,positive allosteric modulator,activates
DB00237,GABRA1,antagonist,inhibits
DB00237,CHRNA10,inhibitor,inhibits
DB00237,GRIA1,antagonist,inhibits
DB00237,GRIA2,antagonist,inhibits
DB00237,GRIA3,antagonist,inhibits
DB00237,GRIA4,antagonist,inhibits
DB00237,GRIK1,antagonist,inhibits
DB00237,GRIK2,antagonist,inhibits
DB00237,GRIK3,antagonist,inhibits
DB00237,GRIK4,antagonist,inhibits
DB00237,GRIK5,antagonist,inhibits
DB00239,NR1I2,partial agonist,activates
DB00240,SERPINA6,binder,other
DB00240,NR3C1,agonist,activates
DB00241,GABRA2,potentiator,activates
DB00241,GABRA3,potentiator,activates
DB00241,GABRA4,potentiator,activates
DB00241,GABRA5,potentiator,activates
DB00241,GABRA6,potentiator,activates
DB00241,GABRA1,positive allosteric modulator,activates
DB00241,GABRA1,potentiator,activates
DB00241,CHRNA4,antagonist,inhibits
DB00241,CHRNA7,antagonist,inhibits
DB00241,GRIA2,antagonist,inhibits
DB00241,GRIK2,antagonist,inhibits
DB00242,RRM1,inhibitor,inhibits
DB00242,ADA,inhibitor,inhibits
DB00242,RRM2,inhibitor,inhibits
DB00242,RRM2B,inhibitor,inhibits
DB00242,POLA1,inhibitor,inhibits
DB00242,POLE,inhibitor,inhibits
DB00242,POLE2,inhibitor,inhibits
DB00242,POLE3,inhibitor,inhibits
DB00242,POLE4,inhibitor,inhibits
DB00242,PNP,inducer,activates
DB00242,PARP1,inducer,activates
DB00243,PLG,modulator,other
DB00243,SCN1A,inhibitor,inhibits
DB00243,KCNJ12,inhibitor,inhibits
DB00243,CACNA1C,inhibitor,inhibits
DB00243,ADRA1A,antagonist,inhibits
DB00243,ADRB1,antagonist,inhibits
DB00244,PTGS2,inhibitor,inhibits
DB00244,PTGS1,inhibitor,inhibits
DB00244,ALOX5,inhibitor,inhibits
DB00244,PPARG,agonist,activates
DB00244,CHUK,inhibitor,inhibits
DB00244,IKBKB,inhibitor,inhibits
DB00244,NOS2,inhibitor,inhibits
DB00245,CHRM1,antagonist,inhibits
DB00245,SLC6A3,inhibitor,inhibits
DB00245,HRH1,antagonist,inhibits
DB00245,SLC6A4,inhibitor,inhibits
DB00245,SLC6A2,inhibitor,inhibits
DB00246,DRD2,antagonist,inhibits
DB00246,CHRNA7,binder,other
DB00246,HTR2A,antagonist,inhibits
DB00246,HTR1A,agonist,activates
DB00246,HTR1D,antagonist,inhibits
DB00246,HTR2C,antagonist,inhibits
DB00246,DRD1,antagonist,inhibits
DB00246,DRD5,antagonist,inhibits
DB00246,DRD3,antagonist,inhibits
DB00246,DRD4,antagonist,inhibits
DB00246,HTR1B,antagonist,inhibits
DB00246,HTR1E,antagonist,inhibits
DB00246,HTR6,antagonist,inhibits
DB00246,HTR7,antagonist,inhibits
DB00246,HRH1,antagonist,inhibits
DB00246,ADRA1A,antagonist,inhibits
DB00246,ADRA1B,antagonist,inhibits
DB00246,ADRA2A,antagonist,inhibits
DB00246,ADRA2B,antagonist,inhibits
DB00246,ADRA2C,antagonist,inhibits
DB00246,CHRM1,antagonist,inhibits
DB00246,CHRM2,antagonist,inhibits
DB00246,CHRM3,antagonist,inhibits
DB00246,CHRM4,antagonist,inhibits
DB00246,CHRM5,antagonist,inhibits
DB00246,HTR3A,antagonist,inhibits
DB00246,HTR5A,antagonist,inhibits
DB00247,HTR2B,antagonist,inhibits
DB00247,HTR2C,antagonist,inhibits
DB00247,HTR2A,antagonist,inhibits
DB00247,HTR1A,agonist,activates
DB00247,HTR7,antagonist,inhibits
DB00247,HTR1B,binder,other
DB00247,HTR1F,binder,other
DB00247,HTR1E,binder,other
DB00248,DRD2,agonist,activates
DB00248,HTR2B,agonist,activates
DB00248,DRD3,agonist,activates
DB00248,HTR2A,agonist,activates
DB00248,ADRA2B,antagonist,inhibits
DB00248,HTR1D,agonist,activates
DB00248,DRD4,agonist,activates
DB00248,ADRA2A,antagonist,inhibits
DB00248,HTR1A,agonist,activates
DB00248,ADRA2C,antagonist,inhibits
DB00248,DRD5,agonist,activates
DB00248,DRD1,agonist,activates
DB00248,HTR1B,agonist,activates
DB00248,HTR2C,agonist,activates
DB00248,HTR7,antagonist,inhibits
DB00248,ADRA1A,binder,other
DB00248,ADRA1B,binder,other
DB00248,ADRA1D,binder,other
DB00248,ADRB1,binder,other
DB00248,ADRB2,binder,other
DB00252,SCN5A,inhibitor,inhibits
DB00252,SCN1A,inhibitor,inhibits
DB00252,KCNH2,inhibitor,inhibits
DB00252,CACNA1C,inhibitor,inhibits
DB00252,SCN2A,inhibitor,inhibits
DB00252,SCN8A,inhibitor,inhibits
DB00252,NR1I2,nan,other
DB00252,SCN1B,nan,other
DB00252,SCN3A,nan,other
DB00252,GABRA1,nan,other
DB00253,ESRRA,modulator,other
DB00253,ESRRB,modulator,other
DB00253,ESRRG,modulator,other
DB00253,NR3C1,agonist,activates
DB00255,ESR2,agonist,activates
DB00255,ESR1,agonist,activates
DB00255,ESRRG,agonist,activates
DB00255,ESRRA,nan,other
DB00255,ESRRB,nan,other
DB00255,NCOA2,nan,other
DB00255,NR1I2,nan,other
DB00255,AR,antagonist,inhibits
DB00255,SHBG,nan,other
DB00257,CXCR2,modulator,other
DB00257,KCNN4,inhibitor,inhibits
DB00257,NR1I2,activator,activates
DB00257,HCAR2,partial agonist,activates
DB00260,GRIN1,inhibitor,inhibits
DB00261,PDE3A,inhibitor,inhibits
DB00262,GSR,inhibitor,inhibits
DB00264,ADRB1,antagonist,inhibits
DB00264,ADRB2,antagonist,inhibits
DB00264,ADRB1,inhibitor,inhibits
DB00265,TRPV4,inhibitor,inhibits
DB00266,VKORC1,inhibitor,inhibits
DB00266,NQO1,inhibitor,inhibits
DB00266,CRYZ,inhibitor,inhibits
DB00268,DRD3,agonist,activates
DB00268,DRD2,agonist,activates
DB00268,DRD4,agonist,activates
DB00268,ADRA1A,antagonist,inhibits
DB00269,ESR1,agonist,activates
DB00270,CACNA1C,inhibitor,inhibits
DB00270,CACNA2D1,inhibitor,inhibits
DB00270,CACNB2,inhibitor,inhibits
DB00270,CACNA1H,inhibitor,inhibits
DB00270,CACNA2D2,inhibitor,inhibits
DB00270,CACNA1D,inhibitor,inhibits
DB00270,CACNA1S,inhibitor,inhibits
DB00272,HRH2,agonist,activates
DB00273,GRIK1,antagonist,inhibits
DB00273,GABRA1,agonist,activates
DB00273,SCN1A,inhibitor,inhibits
DB00273,CA2,inhibitor,inhibits
DB00273,CA4,inhibitor,inhibits
DB00273,CACNA1C,antagonist,inhibits
DB00273,CA1,inhibitor,inhibits
DB00273,CA3,inhibitor,inhibits
DB00273,CACNA1E,antagonist,inhibits
DB00275,AGTR1,antagonist,inhibits
DB00276,TOP2B,inhibitor,inhibits
DB00276,TOP2A,inhibitor,inhibits
DB00276,KCNH2,inhibitor,inhibits
DB00276,ORM1,nan,other
DB00276,ALB,nan,other
DB00277,ADORA1,antagonist,inhibits
DB00277,NT5E,inhibitor,inhibits
DB00277,ADORA2A,antagonist,inhibits
DB00277,ADORA2B,antagonist,inhibits
DB00277,PDE4B,inhibitor,inhibits
DB00277,PDE5A,inhibitor,inhibits
DB00277,PDE4A,inhibitor,inhibits
DB00277,PDE3A,inhibitor,inhibits
DB00277,HDAC2,activator,activates
DB00277,CPNE1,nan,other
DB00277,HM13,nan,other
DB00277,NOMO1,nan,other
DB00277,PARP1,nan,other
DB00277,RIC3,nan,other
DB00277,TTLL3,nan,other
DB00278,F2,inhibitor,inhibits
DB00279,THRA,agonist,activates
DB00279,THRB,agonist,activates
DB00279,PCNA,antagonist,inhibits
DB00280,SCN5A,inhibitor,inhibits
DB00280,CHRM1,antagonist,inhibits
DB00280,CHRM2,antagonist,inhibits
DB00280,CHRM3,antagonist,inhibits
DB00280,KCND2,inhibitor,inhibits
DB00280,KCND3,inhibitor,inhibits
DB00280,KCNH2,inhibitor,inhibits
DB00280,ORM2,nan,other
DB00281,SCN11A,blocker,inhibits
DB00281,SCN10A,inhibitor,inhibits
DB00281,SCN9A,inhibitor,inhibits
DB00281,SCN5A,inhibitor,inhibits
DB00281,EGFR,antagonist,inhibits
DB00281,SCN4A,nan,other
DB00281,ORM1,nan,other
DB00281,ORM2,nan,other
DB00282,FDPS,inhibitor,inhibits
DB00282,GGPS1,inhibitor,inhibits
DB00282,CASP3,activator,activates
DB00282,CASP9,activator,activates
DB00283,HRH1,antagonist,inhibits
DB00284,MGAM,inhibitor,inhibits
DB00284,SI,inhibitor,inhibits
DB00284,AMY2A,inhibitor,inhibits
DB00284,GAA,inhibitor,inhibits
DB00285,SLC6A4,inhibitor,inhibits
DB00285,SLC6A2,inhibitor,inhibits
DB00285,SLC6A3,inhibitor,inhibits
DB00286,ESR2,agonist,activates
DB00286,ESR1,agonist,activates
DB00287,PTGFR,agonist,activates
DB00288,ESRRA,modulator,other
DB00288,ESRRB,modulator,other
DB00288,ESRRG,modulator,other
DB00288,NR3C1,agonist,activates
DB00288,ANXA1,agonist,activates
DB00289,SLC6A2,inhibitor,inhibits
DB00289,SLC6A4,binder,other
DB00289,GRIN1,blocker,inhibits
DB00289,KCNJ3,inhibitor,inhibits
DB00289,OPRK1,partial agonist,activates
DB00290,LIG1,inhibitor,inhibits
DB00290,LIG3,inhibitor,inhibits
DB00292,GABRG3,modulator,other
DB00292,GABRA1,agonist,activates
DB00292,ADRA2B,agonist,activates
DB00292,GABRA1,positive allosteric modulator,activates
DB00293,TYMS,inhibitor,inhibits
DB00293,FPGS,antagonist,inhibits
DB00294,PGR,agonist,activates
DB00295,OPRM1,agonist,activates
DB00295,OPRK1,agonist,activates
DB00295,OPRD1,agonist,activates
DB00295,LY96,activator,activates
DB00296,SCN10A,inhibitor,inhibits
DB00297,SCN10A,inhibitor,inhibits
DB00297,PTGER1,other/unknown,other
DB00298,DRD2,antagonist,inhibits
DB00298,ADRA1A,antagonist,inhibits
DB00298,ADRA1D,antagonist,inhibits
DB00298,ADRA1B,antagonist,inhibits
DB00299,TK1,inhibitor,inhibits
DB00302,PLG,inhibitor,inhibits
DB00304,PGR,agonist,activates
DB00304,ESR1,agonist,activates
DB00306,GABRA2,potentiator,activates
DB00306,GABRG3,modulator,other
DB00306,GABRA3,potentiator,activates
DB00306,GABRA4,potentiator,activates
DB00306,GABRA5,potentiator,activates
DB00306,GABRA6,potentiator,activates
DB00306,GABRA1,positive allosteric modulator,activates
DB00306,GABRA1,potentiator,activates
DB00306,CHRNA4,antagonist,inhibits
DB00306,CHRNA7,antagonist,inhibits
DB00306,GRIA2,antagonist,inhibits
DB00306,GRIK2,antagonist,inhibits
DB00307,RXRA,agonist,activates
DB00307,RXRB,agonist,activates
DB00307,RXRG,agonist,activates
DB00308,CACNA1C,activator,activates
DB00308,CACNB1,activator,activates
DB00308,KCNH2,inhibitor,inhibits
DB00308,CACNA2D1,activator,activates
DB00308,CACNG1,activator,activates
DB00308,KCNK1,inhibitor,inhibits
DB00308,KCNK6,inhibitor,inhibits
DB00308,KCNH6,inhibitor,inhibits
DB00308,KCNH7,inhibitor,inhibits
DB00308,KCNJ11,inhibitor,inhibits
DB00309,TUBB1,inhibitor,inhibits
DB00310,CA1,inhibitor,inhibits
DB00310,SLC12A1,inhibitor,inhibits
DB00311,CA2,inhibitor,inhibits
DB00311,CA4,inhibitor,inhibits
DB00311,CA7,inhibitor,inhibits
DB00311,CA1,inhibitor,inhibits
DB00311,CA3,inhibitor,inhibits
DB00312,GABRA1,potentiator,activates
DB00312,GABRA2,potentiator,activates
DB00312,GABRA3,potentiator,activates
DB00312,GABRA4,potentiator,activates
DB00312,GABRA5,potentiator,activates
DB00312,GABRA6,potentiator,activates
DB00312,GABRA1,positive allosteric modulator,activates
DB00312,CHRNA4,antagonist,inhibits
DB00312,CHRNA7,antagonist,inhibits
DB00312,GRIA2,antagonist,inhibits
DB00312,GRIK2,antagonist,inhibits
DB00312,GRIN1,antagonist,inhibits
DB00312,NR1I2,activator,activates
DB00313,ABAT,inhibitor,inhibits
DB00313,GSK3A,inhibitor,inhibits
DB00313,HDAC9,inhibitor,inhibits
DB00313,ACADSB,inhibitor,inhibits
DB00313,OGDH,inhibitor,inhibits
DB00313,ALDH5A1,inhibitor,inhibits
DB00313,SCN1A,inhibitor,inhibits
DB00313,HDAC2,inhibitor,inhibits
DB00313,PPARA,nan,other
DB00313,PPARD,nan,other
DB00313,PPARG,nan,other
DB00313,HDAC1,inhibitor,inhibits
DB00313,CDKN1A,regulator,other
DB00313,HGF,inhibitor,inhibits
DB00313,ODC1,downregulator,inhibits
DB00313,CD274,downregulator,inhibits
DB00315,HTR1B,agonist,activates
DB00315,HTR1D,agonist,activates
DB00315,HTR1F,agonist,activates
DB00315,HTR1E,agonist,activates
DB00315,HTR7,agonist,activates
DB00315,HTR1A,agonist,activates
DB00315,HTR2A,agonist,activates
DB00315,HTR2B,agonist,activates
